Episode,Start Timecode,End Timecode,Speaker,Transcript,Notes
43,00:03:46.73,00:03:53.48,Ober­boots­mann Sowa,"Ja also die Rekruten hatten ja Theorie, Unterricht, San-Ausbildung und heute wird der Test geschrieben und da wollen wir sehen, was bei den hängen geblieben ist.",
43,00:03:53.75,00:04:02.72,Dominik Mönig,"Ja, so weit bin ich eigentlich ganz gut im Thema, bis auf diese Fachausdrücke und so was alles. Wenn wir da gleich keinen Blackout kriegen sollten, dann sollte das auf jeden Fall reichen.",
43,00:04:05.82,00:04:08.94,Hauptbootsmann Mahnke,Für diesen Test haben Sie 30 Minuten Zeit.,
43,00:04:11.76,00:04:24.81,Hauptbootsmann Mahnke,Feierabend. Stifte hinlegen Zettel zu mir.,
43,00:04:28.47,00:04:31.86,Marvin Baunach,"Ein, zwei Sachen bin ich mir unsicher. Aber sonst sieht es relativ gut aus.",
43,00:04:32.22,00:04:39.21,Kevin-Jack Baumann,"War schon in Ordnung, aber irgendwie so ein bisschen verwirrend, manchmal hatte man so das Gefühl, als wenn man zwei bis drei Antworten ankreuzen könnte.",
43,00:04:39.57,00:04:47.55,Lukas Keitel,"Ja, ging, aber weiß man nicht, weiß man erst am Ende, was rauskommt. Ergebnis Kriegen wir doch hoffentlich die Tage gesagt. ",
43,00:04:47.55,00:04:57.15,Ober­boots­mann Sowa,"Jetzt hoch auf Stuben, zieht Sportzeug an. Lange Hose, T-Shirt, lange Jacke, Gelände-Laufschuhe. Der erste Zug stillgestanden. Wie befohlen nach vorne weg.",
43,00:04:58.74,00:05:04.38,Matrose Balthaus,"Jetzt denke ich mal, wir gehen ein bisschen laufen. Das das trifft sich so gesehen richtig gut, weil ich liebe laufen, sag ich mal!",
43,00:05:08.11,00:05:30.97,Unbekannter Ausbilder,"Wir werden heute, wir ahnen es schon, den Fokus auf Ausdauerlauf haben. Dazu werden wir uns zunächst erwärmen. Gemeinsam. Dann werde ich sie in Gruppen einteilen. Dann werden wir bisschen Sport Ausbildung betreiben.",
43,00:05:31.29,00:05:35.20,Lukas Keitel,Wird schon anstrengend. Schon ziemlich.,
43,00:05:35.20,00:05:39.56,Daniel Wittwer,Kommt Jungs nicht überholen lassen. Fit.,
43,00:05:39.95,00:05:40.76,Jerome Demelius,Alles super.,
43,00:05:41.06,00:05:48.67,Unbekannter Rekrut,Da geht noch ein Marathon.,
43,00:05:49.19,00:05:58.38,Patrick Döring,"Heftig. Mehr ist nicht dazu zu Sagen, weil ich brauche meinen Atem.",
43,00:05:59.51,00:06:04.22,Unbekannter Ausbilder,"Alles in allem war ich nicht unzufrieden, ausbaufähig ist es natürlich trotzdem immer.",
43,00:06:06.61,00:06:11.78,Unbekannter Ausbilder,Marsch.,
43,00:06:11.97,00:06:23.67,Lukas Keitel,"Servus Leute, wir haben heute ordentlich Waffenausbildung habt, wir haben Sport gemacht, wir haben heute richtig ran geackert. War es schon hart, aber es hat es hat schon Spaß gemacht. Ich glaube es ging den Kameraden genauso.",
43,00:06:24.27,00:06:31.56,Kevin-Jack Baumann,"Jetzt beim Laufen wieder meine Knie gespürt. Aber ich habe ja morgen meinen Orthopäden Termin und da kommt dann alles raus, was denn da so ansteht.",
43,00:06:32.94,00:06:44.34,Dominik Mönig,"Ja, wir hatten jetzt eine kleine Sport Einheit gehabt. Eigentlich so was ganz cool gewesen. Auf jeden Fall. Wir sind knappe 40 Minuten sind wir jetzt gelaufen. Ich merke so ein bisschen in Beine auch T-Shirt ist auch durch die Jacke kommt gleich dazu.",
43,00:06:45.15,00:06:56.55,Dominik Mönig,"Falls ihr Bock habt, uns noch mal so verschwitzt zu sehen, werdet ihr mit Sicherheit, schaut demnächst wieder rein bei www. Die Rekruten DE, Social Network nicht vergessen. Youtube, Instagram, Snapchat. Haut rein. Macht es gut. Bis bald. Tschau.",
