Episode,Start Timecode,End Timecode,Speaker,Transcript,Notes
49,00:03:59.14,00:04:05.62,Jerome Demelius,"Ich werde gerade repariert. Dafür hat man ja Kameraden. Wenn man selber nicht drankommt, dann wird man halt ein bisschen befummelt.",
49,00:04:07.33,00:04:21.43,Lukas Keitel,"Ich habe die ehrenvolle Aufgabe bekommen zu gucken, dass es alles läuft, dass die nächste, das nächste Rennen bereitsteht, das die Besten richtig verteilt werden, dass alle ohre Gehörstöpsel drin haben. Helm auf haben, Schießbrille, Gefechtshandschuhe dabei und gegebenen Zeitpunkt schicke ich sie dann los.",
49,00:04:25.48,00:04:47.08,Jerome Demelius,"Komisch, ganz komisches Gefühl, wieder aufgeregt wie beim AGSHP. Wir schießen jetzt Nahbereich eins heißt fünf Meter, zehn Meter und am Ende 15 Meter Entfernung. 15 Meter hatten wir heute noch gar nicht. Und dass wir ab jetzt doppelt Schüsse abgeben und kein einziger Schuss mehr machen.",
49,00:04:53.70,00:05:33.86,Obermaat Scholwin,"Bahn eins, klar zum Gefecht. Ein Doppelbeschluss. Feuer. Jetzt 10. Kehrt. Spannung rein. Ne, bei der 5er war es noch okay, aber jetzt bei der 10er sieht man das schon ganz deutlich. Deswegen haben Sie da oben in Loch A reingeschossen. Sie müssen ins Handgelenk, die Spannung rein, 5 Meter. ",
49,00:05:33.86,00:05:35.43,Jerome Demelius,Zählt der?,
49,00:05:35.43,00:05:59.19,Obermaat Scholwin,"Wäre der, wäre der raus gewesen, wäre nicht bestanden. Abkleben. Bei 15 Meter musste er, bei drei Doppelschüssen, also quasi sechs Treffer, musste er fünf im Ziel und der fünfte ist gerade noch so rein mit der Linie oben angekratzt. Von daher alles gut.",
49,00:06:04.41,00:06:07.20,Jerome Demelius,Nb 1 1 Alpha Bravo Charlie bestanden. ,
49,00:06:07.20,00:06:09.28,Hauptbootsmann Mahnke,Alle drei wunderbar.,
49,00:06:09.28,00:06:25.02,Jerome Demelius,"Ai. Da war... da hat die Nervosität doch ein bisschen gesiegt gerade. Ich habe zwar bestanden. Der letzte der war so richtig knapp. Da hatte ich richtig Glück. Wenn der nicht drin gewesen oder an der Linie, dann hätte ich verkackt.",
49,00:06:26.14,00:06:38.46,Marvin Baunach,"Naja, heute ist irgendwie nicht mein Tag. Ich hab Vorbeigeschossen. Ein paar Mal. Ich habe zwar bestanden, aber das war knapp. Ja, war halt scheiße, was soll ich sagen?",
49,00:06:39.00,00:06:49.95,Obermaat Scholwin,"Wo ist es jetzt nicht, nicht besser oder schlechter als die andere Male, die ich sonst schon erlebt habe. Schießleistung so was ich so auf meiner Bahn mitbekommen habe war aber auch okay. Es könnte besser sein, könnte aber auch schlechter sein.",
49,00:06:51.15,00:07:07.08,Lukas Keitel,"Ja, ich habe alles bestanden. Der allererste Schuss, so wow der Rückschlag war, ist doch stärker, als ich gedacht hätte. Aber wenn man dann, wenn man wusste, wie stark der ungefähr wird, dann konnte man sich dann darauf einstellt und dann ging das auch voll klar. Der erste war halt nur mega ungewohnt.",
49,00:07:07.08,00:07:14.97,Oberbootsmann Sowa,1 2 3 4 Bahn 1 Hülsen sammeln. Weg. 1 2 3 4 Bahn 2 Hülsen sammeln.,
49,00:07:17.29,00:07:45.46,Jerome Demelius,"Jetzt steht noch G36 an. Da werdet ihr natürlich auch mit dabei sein, hoffe ich natürlich. Und äh wenn ihr dabei sein wollt, dann müsst ihr dran bleiben. Denn nur so bekommt ihr mit ob ich das schaffe oder nicht. Und wir sammeln jetzt noch ein, das was ein zu sammeln ist. Zum Beispiel das hier und das da und das auch natürlich.",
