Episode,Start Timecode,End Timecode,Speaker,Transcript,Notes
19,00:04:35.06,00:04:37.11,Sebastian Arendt,Musst du weitermachen.,
19,00:04:38.04,00:04:40.08,Patrick Döring,"Ja, das passt nicht.",
19,00:04:40.08,00:04:40.23,Sebastian Arendt,Mache die mal weiter.,
19,00:04:42.06,00:04:42.23,Anna-Lena Drafke,Pscht.,
19,00:04:43.05,00:04:49.01,Daniel Wittwer,Das ist schon wieder so scheiße eingestellt hier. Bei dir gucken immer die Stifte immer raus.,
19,00:04:51.11,00:05:03.03,Julia Weißhuhn,"Aber das gehört einfach zu unserer Ausbildung dazu und wird einem halt bewiesen, dass ähm die Ausbilder Vertrauen zu uns haben, dass wir die mitführen dürfen. Und das finde ich schon ne große Anerkennung.",
19,00:05:04.00,00:05:13.02,Patrick Döring,"Also so bisschen gewöhnungsbedürftig, aber wenn man alles beachtet, was der Hauptbootsmann Mahr sagt, macht man eigentlich nichts verkehrt.",
19,00:05:13.16,00:05:20.20,Dominik Mönig,"Also da gehört auch natürlich Verantwortungsbewusstsein dazu, weil da kann viel mit passieren, wenn man damit nicht richtig handhabt.",
19,00:05:20.23,00:05:24.10,Anna-Lena Drafke,"Ach, ich wusste nicht, dass ne Waffe so schwer ist.",
19,00:05:25.07,00:05:46.21,Obermaat Scholwin,"Gehen Sie mal richtig mit der Schulterstütze hier oben rein. Gehen Sie mal richtig rein, so wie ich das mache! Nicht so unnatürlich, so locker lassen hier rein. So die linke Hand kommt hier unterhalb des Magazinschafftes. Linke Hand da hierhin. Genau so. So bleibt die jetzt. Haben sie hier einen Kontaktpunkt.",
19,00:05:48.00,00:05:50.11,Julia Weißhuhn,"Ja, wir müssen es halt genauso machen, wie die es haben wollen.",
19,00:05:52.22,00:06:04.01,Dominik Mönig,"Weil äh man muss vieles mit einberechnen, löst sich da ein Schuss, ein Kamerad steht daneben von der Windrichtung her oder ein Querschläger oder sonst oder man ist abgelenkt oder oder sonst was. Da kann bis aufs Schlimmste natürlich passieren.",
19,00:06:04.12,00:06:12.17,Hauptbootsmann Mahr,Übung Ende der Übung Ende. Locker aufrecht hinstellen. Einschlag stehend freihändig Stellung.,
19,00:06:15.08,00:06:23.06,Anna-Lena Drafke,"Hat schon gemerkt, dass alle auch Respekt davor hatten. Also alle waren ein wenig unsicher was mache ich jetzt? Mache ich das richtig? Mache ich das falsch?",
19,00:06:25.11,00:06:30.02,Matrose Martin,Es ist schwer so lange auszuhalten.,
19,00:06:30.02,00:06:30.12,Hauptbootsmann Mahr,Übungsende.,
19,00:06:34.06,00:06:37.00,Julia Weißhuhn,Das Gewähr war ganz schön schwer.,
19,00:06:37.00,00:06:50.04,Hauptbootsmann Mahr,"Hier achten Sie darauf, dass die Waffe nicht in den Dreck fällt. Genau das habe ich gesagt. Die Mündung des Gewehrs berührt nicht den Boden. Und genau so, dass man das Magazin. Ja, es wird ein bisschen schwer, die Waffe so zu halten.",
19,00:06:52.00,00:07:09.08,Lukas Keitel,"Was schon ein besonderer Moment, weil man sich hat gedacht hat Okay, so oft hat man sowas nicht in der Hand. Und so viele Leute gibt es auch net, die so was in der Hand haben oder überhaupt mal in der Hand haben dürfen. Ihr Leben lang. Aber auf der anderen Seite war dann auch wieder das Gefühl so Ey, das ist eigentlich ne Waffe, das ist richtig gefährlich, was du da in der Hand hast.",
19,00:07:09.21,00:07:36.08,Hauptbootsmann Mahr,"Die Waffe wird niemals einfach so im Dreck geschmissen. Gibt zwo Möglichkeiten eine Schulterstütze einklappen. Sie können sie hier reindrücken, dann kann man die Schulterstütze abklappen, dann wird das Magazin hier runter gepackt, dann liegt die Waffe nicht im Dreck. Andere Variante. Werden wir jetzt gleich machen, Waffenständer bauen und jetzt die anderen beiden Waffen einfach davor haben ein mal von der Seite dann ein mal von der anderen Seite. Dann packen sie die fünfte noch mit dazu.",
19,00:07:37.01,00:07:40.07,Matrose Martin,Aber das spielt man doch aber nicht mit Schusswaffen.,
19,00:07:40.07,00:07:43.23,Unbekannter Rekrut,"Ja, Leute das sind super Affenställen, das sieht geil aus.",
19,00:07:44.21,00:07:50.06,Hauptbootsmann Mahr,Dann kann man das ganze auch ein bisschen mal! Also zwei gegeneinander.,
19,00:07:50.06,00:08:05.21,Matrose Martin,"Es ist ja erst der Anfang der Woche. Ich glaube, da ist noch viel, was noch hinten dran kommt mit Saubermachen und das war jetzt schon eine große Kunst, quasi mal wirklich drauf aufzupassen, drauf aufzupassen, dass man nicht irgendwo hinzieht, wo man nicht hin schießen möchte, dass man wirklich mal guckt okay, ich gucke immer, wohin die Waffe gerichtet ist.",
19,00:08:05.21,00:08:20.11,Hauptbootsmann Mahr,"Ganz normale Basics wie die Sicherheitsüberprüfung erstaunlich gut, positiv überrascht. Alles weitere wird sich zeigen. Wenn wir dann später nSAK gehen, dann haben wir auch nen anderen Anzug. Da haben wir die nAk Koppel, da haben wir noch die Schießbrille dabei und ja, wird sich zeigen.",
19,00:08:21.08,00:08:33.16,Obermaat Scholwin,"Ja, das Soldatenleben ist definitiv kein Leben, was man mit Halbherzigkeit durchführen wollte oder sollte. Ob wir es schaffen, als Ausbilder diesen Punkten auf die Rekruten überspringen zu lassen, das seht ihr bei Die Rekruten oder in diversen sozialen Medien.",
