Episode,Start Timecode,End Timecode,Speaker,Transcript,Notes
20,00:02:55.07,00:02:59.13,Obermaat Scholwin,"Na ja, es kann besser sein. Definitiv.",
20,00:03:00.01,00:03:04.09,Jerome Demelius,Bei jedem gleiten muss ich irgendwie immer furzen. Immer auf der Hälfte. ,
20,00:03:04.09,00:03:05.00,Leon von Garrel,Düsenantrieb.,
20,00:03:05.00,00:03:06.02,Daniel Wittwer,"Ja man, gut dass ich hinter dir war. ",
20,00:03:06.08,00:03:09.00,Hauptbootsmann Mahr,"Laufen, gebückt, gebückt im Sprint und noch mal gleiten.",
20,00:03:26.20,00:03:34.09,Dominik Mönig,"Es ist ziemlich hart, ganz ehrlich. Sieht auch Scheiße aus und es scheuert übelst an den Knien.",
20,00:03:34.09,00:03:35.22,Dominik Mönig,So richtig schwitzen werden wir heute nicht.,Rückblick
20,00:03:36.18,00:03:40.12,Marvin Baunach,"Das ist anstrengend, aber es ist geil.",
20,00:03:40.12,00:03:44.01,Anna-Lena Drafke,"Ja, aber es ist echt extrem anstrengend.",
20,00:03:44.01,00:03:59.05,Hauptbootsmann Mahr,Die Ausgangsposition Liegestütz. Die Waffe liegt auf ihren Händen.,
20,00:03:59.13,00:04:05.06,Hauptbootsmann Mahr,"Füße sind angewinkelt. Eins, zwo, drei, vier.",
20,00:04:10.13,00:04:11.18,Jerome Demelius,Warm up würde ich sagen.,
20,00:04:12.16,00:04:15.02,Hauptbootsmann Mahr,Ich bin im Soll mit dem was gemacht werden muss.,
20,00:04:15.24,00:04:19.11,Marvin Baunach,"Also ich merke schon, dass man mehr schafft, als man am Anfang geschafft hat.",
20,00:04:19.11,00:04:23.12,Julia Weißhuhn,"In jeder Situation zählt die Teamarbeit bei uns, also Kameradschaft.",
20,00:04:23.21,00:04:27.23,Leon von Garrel,"Ich, wir haben ihr doch vorhin auch die ganze Zeit geholfen, dann kann sie mir doch jetzt auch helfen. Kameradschaft. ",
20,00:04:29.00,00:04:35.00,Marcel Figule,"Für jeden like, eine Runde hin, aber zurück nicht. Zurück will ich ein Doppellike für.",
20,00:04:35.00,00:04:44.06,Julia Weißhuhn,"So, das war's. Es ist wie jedes Mal erstmal nix mehr. ",
20,00:04:44.07,00:05:01.04,Jerome Demelius,"Checkt alles ab unten in der Videobeschreibung, Snapchat, Insta, Facebook, SchülerVZ, MeinVZ, myspace, ICQ, Knuddels, MSN, skype, Tinder, Lovoo, folgt mir auf Lovoo seid dabei, bleibt dran, Abo mit Kanal. Tschau.",
20,00:05:01.17,00:05:02.13,Julia Weißhuhn,Die Rekruten.,
