Episode,Start Timecode,End Timecode,Speaker,Transcript,Notes
22,00:03:22.63,00:03:28.14,Julia Weißhuhn,So wir pr.. tschht wir Provozieren. Wir improvisieren jetzt mit den Knoten.,
22,00:03:28.71,00:03:29.66,Lukas Keitel,"Achtung! Komm, Komm, Demelius.",
22,00:03:29.66,00:03:33.56,Jerome Demelius,"Was? Was willst du von mir, erzähl?",
22,00:03:33.56,00:03:36.01,Lukas Keitel,Ich wollts dir zeigen.,
22,00:03:36.01,00:03:36.01,Jerome Demelius,"Ja, erzähl.",
22,00:03:36.01,00:03:38.89,Marvin Baunach,"Keine Ahnung, ich mach jetzt irgendwas.",
22,00:03:39.28,00:03:52.76,Lukas Keitel,"Das du machst und jetzt machst du das. Jetzt machst du da unten mal nen Knoten oder so. Oder du hättest nen Doppelknoten machen können, oder Baunach hat es auch geschafft, indem er einmal einen riesen Ring geknoten hat.",
22,00:03:53.58,00:03:54.92,Julia Weißhuhn,"Was machst du denn, der war doch gut so?",
22,00:03:55.75,00:03:56.92,Kevin-Jack Baumann,Nicht Nachgedacht.,
22,00:03:56.92,00:03:58.80,Julia Weißhuhn,Das interessiert mich doch nicht Abmarsch.,
22,00:03:58.95,00:04:09.00,Hauptbootsmann Mahr,"Mein Ziel ist, dass die hier auch zusammenarbeiten müssen. Dass die hier ein bisschen, deswegen habe ich auch gesagt nicht unbedingt zu zwot, sondern auch vielleicht vier Leute, ein Zelt. Und dann muss man sich das andere, das die hier anfangen, wirklich als Team zusammenzuarbeiten.",
22,00:04:09.77,00:04:15.61,Jerome Demelius,Das ist doch alles scheiße hier alter. Das hilft nicht. Das geht einfach nicht.,
22,00:04:15.61,00:04:17.30,Lukas Keitel,Du gehst hier durch und dann nach da.,
22,00:04:20.65,00:04:28.68,Hauptbootsmann Mahr,Das soll ja nur eine erste Einweisung sein Erstausbildung bedeutet für Sie Sie müssen wir beim nächsten Mal ein bisschen mehr Gas geben.,
22,00:04:29.04,00:04:48.78,Dominik Mönig,"Also von dem Zeitanschlag, den er immer gegeben hat, waren wir eigentlich ziemlich ziemlich überrascht. So das wir dann schon fertig waren. Wir haben echt gedacht, oh, das könnte ein bisschen eng werden, aber es klappte alles ganz gut, auch mit den Tampen bauen und die durchziehen. Und ich glaube, das wird im Gelände wird das auch kein Problem geben oder so gar nicht.",
22,00:04:49.28,00:05:06.78,Hauptbootsmann Mahr,"Mama, Mama, schau dir an, was der wurd mir angetan. Früher fuhr ich einen Golf. Heute laufe ich mit nen Wolf.",
22,00:05:07.96,00:05:28.44,Julia Weißhuhn,"Das, das mit dem Singen? Das macht richtig Bock. Ich kann so nicht mehr. Oh nein, das ist mega cool. Macht mega Spaß, auch wenn wir gleich alle so total fertig sind. Und echt nur ins Bett wollen. So Leute, das war unser Tag heute war mal wieder mega anstrengend und ich hoffe ihr schaltet auch beim nächsten Mal wieder ein.",
