Episode,Start Timecode,End Timecode,Speaker,Transcript,Notes
28,00:01:44.59,00:02:27.19,Jerome Demelius,"Hi leute, ich bins wieder euer Jerome heute wieder ein neues ootd mein outfit of the day part 2. 2 Vor allem. Fangen wir an hier schön blaues BGA Hemd. Seide. Woah, wenn ihr das fühlen könntet! Unseren schicke Jacke ganz dünn. Gut für den Herbst auch gedacht, vor allem um diese Jahreszeit passt auf jeden Fall. Gehen wir hoch äh runter zu der Hose. Ist eine Cargo Hose. Sieht man hier an den Seitentaschen, kann man vieles verstauen. Dazu hier wieder meine stylischen Boots, meine BW Boots. Allwettertauglich. Ob Sommer, Herbst, Winter oder Frühling ist. Und die Jacke kommt ma mit. Komm mit Leute, ich zeig euch noch die Jacke. Was eine Qualität diese Verarbeitung schick. Seht selbst. ",
28,00:02:27.22,00:02:56.00,Jerome Demelius,"Schön mit Reflektor damit man auch in der Nacht zu sehen ist. Safety first, Leute. Ziehen wir mal an. Oh, boah so ne gemütliche Jacke hat ich noch nie an. Und dieses Outfit runden wir ab mit unserer schönen Snap Back von der deutschen Marine setzen wir auf. Ey so kann man rausgehen, oder Jungs? Wenn euch euch mein OOTD hier gefallen hat, dann checkt mal unten alles ab, damit ihr dann auch so stylisch wie ich rumlaufen könnt. Und das war's erstmal bis zum nächsten OOTD.",
28,00:02:57.44,00:02:59.31,Hauptbootsmann Loose,"Ha ha ha ha ha ha ha, ha ha!",
28,00:03:00.82,00:03:20.23,Hauptbootsmann Loose,"Wir haben heute schönen Unterricht Praxis Unterricht endlich mal auf nem Boot. Das erste Mal gehen sie drauf und dort lernen sie Umgang mit nem Feuerlöscher, Feuerlöschgerät. Was gibt dies alles an Bord? Sie sehen, dass man nicht bloß an der Tafel, sondern die können das auch endlich mal richtig anschauen, anfassen und sogar damit nen bisschen rumspielen.",
28,00:03:20.62,00:03:23.80,Daniel Wittwer,"Hallo, wir gehen jetzt aufs Schiff auf die Frauenloh und machen ein bisschen Ausbildung.",
28,00:03:24.13,00:03:25.54,Matrose Balthaus,Boot.,
28,00:03:28.33,00:03:42.64,Anna-Lena Drafke,"Gruppe 1 und 2 stillgestanden. Zur Meldung an den Oberbootsmann. Die Augen links. Herr Oberbootsmann, Matrose Drafke meldet die erste und zweite Gruppe in einer Stärke von 38 zu 41 zur Ausbildung angetreten.",
28,00:03:42.64,00:03:43.81,Oberbootsmann Müller,Eintreten. ,
28,00:03:44.14,00:03:44.77,Anna-Lena Drafke,Eintreten.,
28,00:03:44.92,00:04:00.55,Obermaat Prudöhl,"Wir werden gleich Auf- und Abbau an der Feuerstrecke durchführen. Werden ein bisschen mit den ähm mit dem Sprühstrahlrohr arbeiten lassen, bisschen das Wasser mal anschmeißen, damit die einfach mal ein Gefühl dafür kriegen. Was ist eine Feuerlöschstrecke? Wie funktioniert das und wie verhält sich das alles?",
28,00:04:00.55,00:04:04.54,Jerome Demelius,Jetzt geht es los. Hier der erste Schritt auf ein Schiff hier. Läuft.,
28,00:04:08.22,00:04:17.07,Obermaat Prudöhl,"Jetzt warten wir erst mal auf einen Schlüssel, damit wir ins Schiff kommen. Weil wir noch nen bisschen Material von drüben holen müssen.",
28,00:04:21.84,00:04:24.94,Demuth,Und offen.,
28,00:04:29.20,00:04:41.53,Obermaat Prudöhl,Keine Achten legen keine Knicke rein. Die Schläuche müssen gerade liegen. Also da muss man auch schon nen festen Stand haben.,
28,00:04:41.53,00:04:55.93,Leon von Garrel,"Das ist auf, das ist zu. So und ich stehe jetzt locker, so wie ich das gerade gemacht habe und ich nehme Wasser weg. Der rückt richtig vor, weil und das wird noch mehr. Sind jetzt nur zwei bar, aber wenn da 8, 9, 10 12 bar drauf sind. Das ruckt ne Menge mehr.",
28,00:04:55.93,00:04:59.65,Marcel Figule,"Man muss einfach nur drehen, aufpassen, dass man nicht verbrennt. Man muss sich schon schützen können.",
28,00:05:11.45,00:05:20.76,Obermaat Prudöhl,"Das ist super! Das sollte jeden Tag so laufen, also besser geht es eigentlich nicht. Entspannt heute. Freut mich.",
28,00:05:20.76,00:05:31.95,Lukas Keitel,"Wir haben unsere wir heute, wir haben heute gelernt, wie wir Feuer löschen, wenn es heiß wird, wenn es brenzlig wird auf dem Schiff. Bleibt dran, bei die Rekruten ihr wisst ja, Facebook, Instagram, alle Snapchat. Guck einfach mal rein, in der Video Beschreibung und so was.",
