Episode,Start Timecode,End Timecode,Speaker,Transcript,Notes
42,00:02:40.04,00:02:54.38,Oberbootsmann Quenzel,"Das ist unser Handwerkszeug, was alle Soldaten gleich stellt. Aber das ist auch gleichzeitig mit das Gefährlichste. Es gehört dazu, Aber es ist nicht alles. Und gerade weil es nicht alles ist, müssen wir mit der Ausbildung noch intensiver sein.",
42,00:02:54.74,00:03:05.12,Julia Weißhuhn,"Es ist jetzt ein Teil unserer Ausrüstung geworden, die auch wichtig ist dafür, weil wir für die Waffe und alles, was wir damit machen, Verantwortung übernehmen müssen.",
42,00:03:06.29,00:03:09.29,Obermaat Scholwin,Jeder steht jetzt vor der Matte in der Patroullien Stellung.,
42,00:03:11.85,00:03:19.43,Dominik Mönig,"Ist. Schon mal hingekriegt. Stellung kackender Fuchs haben wir mal gehört, ist das. ",
42,00:03:19.43,00:03:23.96,Obermaat Scholwin,"Marvin ist der einzige, der ein ordentliches Schiessgestell gerade hat. Marvin, kommen sie mal vor.",
42,00:03:30.27,00:03:40.11,Stabs­gefreiter Neubert,"Und wenn ich dann kein ordentliches Schiessgestell habe, dann werde ich wahrscheinlich ein Schritt zurück machen. Es würde mir auch nicht anders gehen und sie müssen sich ja, es ist ja auch ein automatisierter Ablauf, der nachher irgendwann stattfindet.",
42,00:03:40.11,00:03:45.46,Oberbootsmann Quenzel,"Liegt nicht in der Schulter, sondern ah, da wo da schon zu eng.",
42,00:03:45.46,00:04:01.86,Lukas Keitel,"Spannen. Entspannen. Nach vorher arretieren. In Lauf gucken. Jetzt lauf gesehen. Nix drin. Situation. Entsichern, schießen. Ach es heißt nicht schießen, Abkrümmen, Abkrümmen. Und dann das Sichern.",
42,00:04:04.20,00:04:11.73,Obermaat Scholwin,"Wir drehen dann die Waffe so ein und bringen Sie 45 Grad nach vorne, jetzt nehmen Sie das Magazin welches sie natürlich in der Koppel befindet, klicken das an.",
42,00:04:11.97,00:04:19.62,Oberbootsmann Quenzel,War heute früh aufgrund von ärztlichen Geschichten nicht dabei. Wir machen jetzt hier eine kurze Einzel Ausbildung. Wir kriegen das hin. Er ist auf nem guten Weg.,
42,00:04:19.71,00:04:23.13,Kevin-Jack Baumann,"Ja, ich hatte keine Lust noch mal die AGA zu wiederholen.",
42,00:04:24.48,00:04:38.78,Obermaat Scholwin,"Magazine zwo leer machen Sicherheitsregeln lernen. Des Weiteren verinnerlichen sie abends auf Stube das Schiessgestell. Die größten Mängel sind wirklich in im allgemeinen Schießgestand also Kontaktstellung, etc.",
42,00:04:39.41,00:04:45.09,Sebastian Arendt,"War gut, da muss man sich umgewöhnen, aber kriegen wir, krieg ich hin.",
42,00:04:49.00,00:04:59.28,Kevin-Jack Baumann,"Ich muss die AGA nicht wiederholen, ich habe gerade Sonder-Ausbildung bekommen. Mir wird alles beigebracht, was den anderen jetzt beigebracht wurde. Jetzt muss ich nur noch meinen Orthopäden Termin am Mittwoch absagen und dann läuft der Hase wieder.",
42,00:05:01.99,00:05:06.08,Obermaat Scholwin,"So so. Hinter der roten Linie, dort wird die Waffe übergeben. ",
42,00:05:06.08,00:05:22.01,Marvin Baunach,"Was halt extrem ungewohnt und neu ist, ist diese Kontaktstelle. Also da komme ich auch irgendwie bis jetzt noch gar nicht so richtig zurecht, weil es einfach was komplett anderes ist. Das ist für mich total unbeke... ähm bequemer Stand und ich glaube beim Schießergebnis wird man das auch sehen.",
42,00:05:25.46,00:05:29.69,Leon von Garrel,Wir kriegen jetzt unsere SK 4 Schutzwesten. Für die Schießübungen.,
42,00:05:32.89,00:05:39.98,Matrose Martin,Wertig und schwer. Was waren es 13 Kilo oder was wurde uns gesagt? ,
42,00:05:39.98,00:05:47.35,Dominik Mönig,"Wenn man sie so auf den Schultern liegen hat oder so, dann muss ich ganz ehrlich sagen merkt man nicht, dass das Gewicht so gar nicht.",
42,00:05:47.35,00:05:48.31,Unbekannter Rekrut,Wir machen jetzt ne Syncro.,
42,00:05:54.46,00:06:23.14,Jerome Demelius,"So wie ihr sieht haben wir gerade unsere Westen Empfangen. Die sind schwer und klotzig, sehen aber trotzdem irgendwie ganz nett aus. Wenn ihr wissen wollt, was wir mit den Dingern vorhaben und warum wir die Westen das eine oder andere mal noch mal verfluchen werden. Dann bleibt dran, checkt unten in der Videobeschreibung die Social Media Kanäle ab. Da werdet ihr vielleicht auch frühzeitig mal informiert. Ich ziehe sie jetzt ab, denn ich habe Hunger und jetzt gibt es Abendbrot.",
