Episode,Start Timecode,End Timecode,Speaker,Transcript,Notes
46,00:03:20.73,00:03:22.73,Stabsgefreiter Neubert,"Na na na na, wer ist Bundeskanzler?",
46,00:03:24.06,00:03:25.53,Jerome Demelius,Bundeskanzler Merkel.,
46,00:03:25.53,00:03:28.32,Obermaat Scholwin,Und zuhören jetzt. Der Außenminister ist wer?,
46,00:03:28.32,00:03:28.56,Lukas Keitel,Steinmeier. ,
46,00:03:29.07,00:03:30.42,Obermaat Scholwin,Kanzlerin? ,
46,00:03:30.42,00:03:31.65,Lukas Keitel,Angela Merkel.,
46,00:03:31.65,00:03:34.38,Obermaat Scholwin,Unsere direkte Chefin? ,
46,00:03:34.38,00:03:34.77,Obermaat Scholwin,Ursula von der Leyen.,
46,00:03:35.11,00:03:38.04,Stabsgefreiter Neubert,"Ja, und die stifte rein. Komm, komm, komm, komm, komm, komm.",
46,00:03:38.38,00:03:44.55,Obermaat Scholwin,Andersrum. Andersrum. Andersrum. Weiter. Weiter. Weiter. Weiter. Und los zusammenbauen. ,
46,00:03:45.81,00:03:55.49,Stabsgefreiter Neubert,"Mehr Gas geben. Komm, Komm und Feuer jetzt. Es ist nur zerlegen. Schmeiß raus, Gewehr los, komm schon, weil dich.",
46,00:03:58.01,00:04:07.48,Obermaat Scholwin,In die Kontaktstelle und eine Schussabgabe nach vorne. Unbekanntes Ziel. Feuer.,
46,00:04:07.48,00:04:11.42,Stabsgefreiter Neubert,"Peng. Ein Kanister schnappen, komm, komm, komm, komm los, komm jetzt.",
46,00:04:11.50,00:04:14.45,Stabsgefreiter Neubert,"Komm, komm, komm, gib mal ein bisschen Gas jetzt. ",
46,00:04:14.45,00:04:24.24,Jerome Demelius,"Am Anfang habe ich die Frage noch mitbekommen. Aber wo ich ein richtig mittendrin war, ich habe gar nichts mehr mitbekommen. Ich hab's nicht mal gehört, dass mich jemand was gefragt hat. ",
46,00:04:24.24,00:04:25.76,Stabsgefreiter Neubert,Wer ist der Inspektion Chef? ,
46,00:04:25.76,00:04:27.08,Hauptbootsmann Peterson,Welches Datum haben wir heute? ,
46,00:04:27.08,00:04:29.66,Anna-Lena Drafke,"Oberleutnant zur See Boldt, aber nur in Vertretung. ",
46,00:04:29.66,00:04:37.16,Stabsgefreiter Neubert,"Ein bisschen Geschwindigkeit, Komm Sie weiter, weiter, weiter, weiter, weiter. Jetzt Entengang ganz runter, runter, runter, runter.",
46,00:04:37.85,00:04:55.58,Hauptbootsmann Mahr,"Das ist jetzt die Erfolgskontrolle über das, was die letzten Tage gelernt haben und sieht ja bis jetzt ganz gut aus. Also ein bisschen zerlegen, zusammensetzen, unter Stress, bisschen körperlich gefordert, auch noch geistig gefordert, indem die Fragen gestellt bekommen und und und. Die ernsten Situationen im Einsatz ist Stress. Und da müssen die sich mal langsam dran gewöhnen.",
46,00:04:56.09,00:05:05.15,Stabsgefreiter Neubert,"Füße. Feuer. Gewehr ablegen. So kommen sie. Kommen sie, kommen sie, laufen sie, beeilen Sie sich doch mal!",
46,00:05:05.33,00:05:12.38,Obermaat Scholwin,"Drei, Vier, Fünf und los jetzt, runter. So schneller, Griffstück raus.",
46,00:05:14.39,00:05:20.00,Stabsgefreiter Neubert,"Es ist doch nur ne P8, wo ist denn das Problem? Machen Sie mal fünf richtige Liegestütze, Mann.",
46,00:05:20.00,00:05:29.54,Obermaat Scholwin,"Boykottaufstellung. Absichern und ablegen. Und noch schneller! Laufen, Laufen!",
46,00:05:29.54,00:05:32.06,Dominik Möning,Diese Fragen zwischendurch. Das irritiert.,
46,00:05:32.72,00:05:35.69,Leon von Garrel,So habe ich mir die Bundeswehr vorgestellt. Ganz ehrlich gesagt.,
46,00:05:35.69,00:05:37.01,Hauptbootsmann Mahr,"Unterschied Schiff, Boot?",
46,00:05:37.01,00:05:39.31,Lukas Keitel,"Schiff, erster Offizier. Boot keinen. ",
46,00:05:39.31,00:05:40.76,Hauptbootsmann Peterson,Kalibergröße P8? ,
46,00:05:40.76,00:05:41.17,Lukas Keitel,Neun Millimeter.,
46,00:05:41.42,00:05:42.41,Stabsgefreiter Neubert,"Kommen Sie, kommen Sie, kommen Sie.",
46,00:05:43.40,00:05:44.39,Obermaat Scholwin,"Warten Sie, warten Sie, warten Sie.",
46,00:05:44.81,00:05:46.95,Stabsgefreiter Neubert,"9, 10. ",
46,00:05:46.95,00:05:54.90,Obermaat Scholwin,"Und jetzt ein Ziel links, ein Schuss. Feuer. Ablegen und Kanister aufnehmen. Los jetzt. Laufen.",
46,00:05:56.91,00:06:12.00,Hauptbootsmann Mahr,"Die Gruppe hat verloren, deswegen Liegestütze. Die Gruppe hat gewonnen, dafür gibt es zur Belohnung natürlich auch Liegestütze.",
46,00:06:14.85,00:06:18.00,Hauptbootsmann Mahr,"Linie drei, antreten. Einmal hier Blickrichtung diese.",
46,00:06:18.00,00:06:27.24,Hauptbootsmann Mahr,"Ja also doch positiv überrascht. Das war jetzt Erfolgskontrolle, Vor-Ausbildung, Handwaffenschießausbildung. Hatten noch mal ein bisschen Spaß, ein bisschen Belastung und dann ein bisschen die sportliche Komponente noch mit dabei.",
46,00:06:27.81,00:06:37.89,Hauptbootsmann Mahr,"Und da können wir, denke ich mal nächste Woche in den AGSHP gehen. Also in die nächste Stufe ein Simulator und übernächste Woche, je nachdem, wie sie sich da am Montag und Dienstag schlagen werden, dann auch zum scharfen Schuss.",
46,00:06:38.29,00:06:41.55,Daniel Wittwer,Alles in Ordnung. Auch mal den Kreislauf in Schwung bringen. War gut. ,
46,00:06:41.55,00:06:46.41,Marcel Figule,"Das war richtig motivierend, wenn die Ausbilder daneben stehen und sagen Los, jetzt wollen sie mich rollen oder was?",
46,00:06:47.07,00:06:47.40,Marvin Baunach,Das war motivierend. ,
46,00:06:47.40,00:06:48.12,Marcel Figule,Das war auf jeden Fall... ,
46,00:06:48.25,00:06:52.68,Marvin Baunach,"Ohne Ironie jetzt. Ich hab zwar Schmerzen und habe gar keinen Bock mehr, aber ich fand es geil.",
46,00:06:52.89,00:06:58.35,Anna-Lena Drafke,"Ja, es hat Spaß gemacht. Auf jeden Fall. Man konnte sein Können zeigen. Also ich hätte auch wohl noch eine Runde gemacht. Auf jeden Fall.",
46,00:06:58.68,00:07:12.84,Jerome Demelius,"Ich fand das richtig gut. Aber man war so unter Strom. Also sowas, sowas macht Bock einfach. Nächste Woche geht es in den Schießsimulator. AGSHP. Bereit fühle ich mich. Werde einfach alles geben, um meine Zulassung für den Schießstand zu bekommen.",
46,00:07:13.11,00:07:14.34,Leon von Garrel,Ich habe gewonnen. Er hat verloren.,
46,00:07:14.59,00:07:15.76,Marcel Figule,"Ey, wir haben alle gewonnen.",
46,00:07:15.83,00:07:17.76,Leon von Garrel,"Ja, ja, das war es. Von unserer Seite aus.",
46,00:07:19.44,00:07:22.23,Daniel Wittwer,Schalten wir ein und besucht uns weiterhin fleißig.,
46,00:07:22.23,00:07:25.41,Jerome Demelius,"Abonnieren nicht vergessen. Jungs und Mädels, was los.",
